,Symbol,CIK
2806,IBTX,1564618
2807,IBUY,
2808,ICAD,749660
2809,ICB,93284
2810,ICBK,1470205
2811,ICCC,811641
2812,ICD,1537028
2813,ICE,1571949
2814,ICFI,1362004
2815,ICHR,
2816,ICL,
2817,ICLN,
2818,ICLR,
2819,ICON,857737
2820,ICPT,1270073
2821,ICUI,883984
2822,IDA,1057877
2823,IDCC,1405495
2824,IDE,1417802
2825,IDLB,
2826,IDN,1040896
2827,IDRA,861838
2828,IDSA,4187
2829,IDSY,49615
2830,IDT,1005731
2831,IDTI,703361
2832,IDXG,
2833,IDXX,874716
2834,IEC,49728
2835,IEP,813762
2836,IESC,
2837,IEUS,
2838,IEX,832101
2839,IF,859120
2840,IFEU,
2841,IFF,51253
2842,IFGL,
2843,IFMI,1270436
2844,IFN,917100
2845,IFON,
2846,IFV,
2847,IGA,1332943
2848,IGC,1326205
2849,IGD,1285890
2850,IGF,
2851,IGI,1462586
2852,IGLD,
2853,IGLE,
2854,IGOV,
2855,IGR,1268884
2856,IGT,353944
2857,IHC,701869
2858,IHD,1496292
2859,IHG,
2860,IHIT,
2861,IHT,82473
2862,IID,1395627
2863,IIF,916618
2864,III,1371489
2865,IIIN,764401
2866,IIJI,1090633
2867,IIM,1333179
2868,IIN,88790
2869,IIPR,
2870,IIVI,820318
2871,IKGH,1417754
2872,IKNX,1083301
2873,IL,1488075
2874,ILG,
2875,ILMN,1110803
2876,IMAX,921582
2877,IMDZ,1437786
2878,IMED,1208498
2879,IMGN,855654
2880,IMH,1000298
2881,IMI,1311241
2882,IMKTA,50493
2883,IMMR,1058811
2884,IMMU,722830
2885,IMMY,1360214
2886,IMN,1014111
2887,IMO,49938
2888,IMOS,
2889,IMPV,1364962
2890,IMUC,822411
2891,INAP,1056386
2892,INB,1395057
2893,INBK,1562463
2894,INBKL,
2895,INCR,1610950
2896,INCY,879169
2897,INDB,776901
2898,INDY,
2899,INF,1522807
2900,INFI,1113148
2901,INFN,1138639
2902,INFO,920990
2903,INFU,1337013
2904,INFY,
2905,ING,
2906,INGN,1294133
2907,INGR,1046257
2908,INN,1497645
2909,INNL,
2910,INO,
2911,INOD,903651
2912,INOV,1096936
2913,INS,320340
2914,INSG,1002390
2915,INSM,1104506
2916,INST,1355754
2917,INSW,1077370
2918,INSY,1516479
2919,INT,789460
2920,INTC,50863
2921,INTG,69422
2922,INTL,913760
2923,INTT,1036262
2924,INTU,896878
2925,INTX,1095277
2926,INUV,
2927,INVA,
2928,INVE,1036044
2929,INVN,1294924
2930,INVT,
2931,INWK,1350381
2932,INXN,
2933,INZ,
2934,IO,866609
2935,IOC,
2936,IONS,
2937,IOSP,
2938,IOT,949961
2939,IOTS,1395848
2940,IP,51434
2941,IPAR,822663
2942,IPAS,1053374
2943,IPB,
2944,IPCC,1195933
2945,IPCI,1474835
2946,IPDN,1546296
2947,IPG,51644
2948,IPGP,1111928
2949,IPHI,1160958
2950,IPHS,1364099
2951,IPI,1421461
2952,IPKW,
2953,IPWR,1507957
2954,IPXL,1003642
2955,IQI,885125
2956,IQNT,1292653
2957,IR,1466258
2958,IRBT,1159167
2959,IRCP,
2960,IRDM,1418819
2961,IRDMB,
2962,IRET,798359
2963,IRG,1526796
2964,IRIX,1006045
2965,IRL,1347729
2966,IRM,1132694
2967,IRMD,1325618
2968,IROQ,1514743
2969,IRR,1372117
2970,IRS,
2971,IRT,1466085
2972,IRTC,
2973,IRWD,1446847
2974,ISBC,1326807
2975,ISCA,51548
2976,ISD,1534880
2977,ISDR,843006
2978,ISF,
2979,ISG,1231868
2980,ISHG,
2981,ISIG,875355
2982,ISIL,1096325
2983,ISL,865277
2984,ISLE,863015
2985,ISM,
2986,ISNS,943034
2987,ISP,
2988,ISR,728387
2989,ISRG,1035267
2990,ISRL,719209
2991,ISSC,836690
2992,ISTR,
2993,IT,749251
2994,ITCB,
2995,ITCI,1567514
2996,ITEK,1281895
2997,ITEQ,
2998,ITG,920424
2999,ITGR,
3000,ITI,350868
3001,ITIC,720858
3002,ITRI,780571
3003,ITRN,1337117
3004,ITT,216228
3005,ITUB,
3006,ITUS,
3007,ITW,49826
3008,IVAC,1001902
3009,IVC,742112
3010,IVENC,
3011,IVFGC,
3012,IVFVC,
3013,IVH,1568292
3014,IVR,1437071
3015,IVTY,1393020
3016,IVZ,914208
3017,IX,1070304
3018,IXUS,
3019,IXYS,
3020,IZEA,
3021,JACK,807882
3022,JAGX,1585608
3023,JAKK,1009829
3024,JASN,
3025,JASNW,
3026,JASO,1385598
3027,JAX,1617227
3028,JAZZ,1232524
3029,JBHT,728535
3030,JBK,
3031,JBL,898293
3032,JBLU,1158463
3033,JBN,
3034,JBR,
3035,JBSS,880117
3036,JBT,1433660
3037,JCAP,
3038,JCE,1385763
3039,JCI,53669
3040,JCOM,1084048
3041,JCP,1166126
3042,JCS,22701
3043,JCTCF,885307
3044,JD,1549802
3045,JDD,1255821
3046,JE,
3047,JEC,52988
3048,JEQ,866095
3049,JFC,888137
3050,JFR,1276533
3051,JGH,
3052,JHA,
3053,JHB,
3054,JHD,
3055,JHI,759828
3056,JHS,759866
3057,JHX,1159152
3058,JHY,
3059,JIVE,1462633
3060,JJSF,785956
3061,JKHY,779152
3062,JKI,
3063,JKS,1481513
3064,JLL,1037976
3065,JLS,1472215
3066,JMBA,1316898
3067,JMEI,1597680
3068,JMF,1502711
3069,JMLP,
3070,JMM,
3071,JMP,1383803
3072,JMPB,
3073,JMPC,
3074,JMT,1479238
3075,JMU,
3076,JNJ,200406
3077,JNP,
3078,JNPR,1043604
3079,JNS,1065865
3080,JOB,40570
3081,JOBS,1295484
3082,JOE,745308
3083,JOF,859796
3084,JONE,1573166
3085,JOUT,788329
3086,JOY,
3087,JP,53347
3088,JPC,1216583
3089,JPEP,1523404
3090,JPI,1547994
3091,JPM,19617
3092,JPS,1176433
3093,JPW,1573312
3094,JQC,1227476
3095,JRI,1539337
3096,JRJC,1297830
3097,JRJR,
3098,JRO,1289213
3099,JRS,1158289
3100,JRVR,1325177
3101,JSD,1509253
3102,JSM,
3103,JSMD,
3104,JSML,
3105,JSYN,
3106,JSYNR,
3107,JSYNU,
3108,JSYNW,
3109,JTA,1265708
3110,JTD,1397173
3111,JTPY,1507986
3112,JUNO,723888
3113,JVA,1007019
3114,JWN,72333
3115,JXSB,1484949
3116,JYNT,1612630
3117,K,55067
3118,KAI,886346
3119,KALU,811596
3120,KALV,
3121,KAMN,54381
3122,KANG,1524190
3123,KAP,
3124,KAR,1395942
3125,KATE,
3126,KB,
3127,KBAL,
3128,KBH,795266
3129,KBR,1357615
3130,KBSF,
3131,KBWB,
3132,KBWD,
3133,KBWP,
3134,KBWR,
3135,KBWY,
3136,KCAP,1372807
3137,KCC,
3138,KCG,1569391
3139,KDMN,
3140,KE,1606757
3141,KED,1363890
3142,KEF,912023
3143,KEG,318996
3144,KELYA,
3145,KELYB,
3146,KEM,887730
3147,KEN,
3148,KEP,
3149,KEQU,55529
3150,KERX,1114220
3151,KEX,56047
3152,KEY,91576
3153,KEYS,1012393
3154,KEYW,1487101
3155,KF,748691
3156,KFFB,1297341
3157,KFI,1310663
3158,KFRC,930420
3159,KFS,1072627
3160,KFY,56679
3161,KGC,
3162,KGJI,
3163,KHC,
3164,KIM,879101
3165,KIN,1561743
3166,KINS,33992
3167,KIO,1515940
3168,KIQ,
3169,KIRK,1056285
3170,KITE,1510580
3171,KKR,1404912
3172,KLAC,319201
3173,KLDX,
3174,KLIC,56978
3175,KLRE,
3176,KLREU,
3177,KLREW,
3178,KLXI,
3179,KMB,55785
3180,KMDA,
3181,KMF,1500096
3182,KMG,1141185
3183,KMI,1506307
3184,KMM,842905
3185,KMPA,
3186,KMPH,
3187,KMPR,860748
3188,KMT,55242
3189,KMX,1170010
3190,KN,1587523
3191,KND,1060009
3192,KNDI,1316517
3193,KNL,1011570
3194,KNOP,1564180
3195,KNSL,
3196,KNX,929452
3197,KO,21344
3198,KODK,31235
3199,KOF,
3200,KONA,1265572
3201,KONE,1487839
3202,KOOL,811212
3203,KOP,1315257
3204,KOPN,771266
3205,KORS,1530721
3206,KOS,1509991
3207,KOSS,56701
3208,KPTI,1503802
3209,KR,56873
3210,KRA,1321646
3211,KRC,1025996
3212,KRG,1286043
3213,KRMA,1171326
3214,KRNT,1625791
3215,KRNY,1295664
3216,KRO,1257640
3217,KS,1325281
3218,KSM,846596
3219,KSS,885639
3220,KST,919708
3221,KSU,54480
3222,KT,54681
3223,KTCC,719733
3224,KTEC,906193
3225,KTF,839533
3226,KTH,
3227,KTN,
3228,KTOS,1069258
3229,KTOV,
3230,KTOVW,
3231,KTP,
3232,KTWO,1499807
3233,KURA,
3234,KVHI,1007587
3235,KW,1408100
3236,KWEB,
3237,KWN,
3238,KWR,81362
3239,KYE,1322652
3240,KYN,1293613
3241,KYO,57083
3242,KZ,1285137
3243,L,1082114
3244,LABL,819220
3245,LAD,1023128
3246,LADR,1577670
3247,LAKE,798081
3248,LALT,
3249,LAMR,1090425
3250,LANC,57515
3251,LAND,1495240
3252,LANDP,
3253,LAQ,879357
3254,LARK,1141688
3255,LAWS,703604
3256,LAYN,888504
3257,LAZ,1311370
3258,LB,57139
3259,LBAI,846901
3260,LBF,887590
3261,LBIO,1425205
3262,LBIX,884247
3263,LBRDA,
3264,LBRDK,
3265,LBTYA,
3266,LBTYB,
3267,LBTYK,
3268,LBY,902274
3269,LC,59229
3270,LCA,
3271,LCAHU,
3272,LCAHW,
3273,LCI,57725
3274,LCM,1278460
3275,LCNB,1074902
3276,LCUT,874396
3277,LDF,884461
3278,LDL,60977
3279,LDOS,1336920
3280,LDP,1548717
3281,LDR,825410
3282,LDRI,
3283,LE,799288
3284,LEA,842162
3285,LECO,59527
3286,LEDS,1333822
3287,LEE,58361
3288,LEG,58492
3289,LEI,1309082
3290,LEJU,1596856
3291,LEN,920760
3292,LENS,831861
3293,LEO,818972
3294,LEU,
3295,LEXEA,
3296,LEXEB,
3297,LFC,
3298,LFGR,
3299,LFL,
3300,LFUS,889331
3301,LFVN,849146
3302,LGCY,1358831
3303,LGCYO,
3304,LGCYP,
3305,LGI,1278211
3306,LGIH,1580670
3307,LGL,61004
3308,LGND,886163
3309,LH,920148
3310,LHCG,1303313
3311,LHO,1053532
3312,LIFE,1302676
3313,LII,1069202
3314,LILA,
3315,LILAK,
3316,LINC,1286613
3317,LIND,
3318,LINDW,
3319,LINK,828146
3320,LION,822662
3321,LIOX,1058299
3322,LIQT,773603
3323,LITB,1523836
3324,LITE,1633978
3325,LIVE,1045742
3326,LIVN,
3327,LJPC,920465
3328,LKFN,721994
3329,LKOR,
3330,LKQ,1065696
3331,LKSD,
3332,LL,1396033
3333,LLIT,
3334,LLL,1056239
3335,LLNW,1391127
3336,LLTC,791907
3337,LLY,59478
3338,LM,704051
3339,LMAT,1158895
3340,LMB,
3341,LMBS,
3342,LMCA,
3343,LMCK,
3344,LMFA,
3345,LMFAW,
3346,LMHA,
3347,LMHB,
3348,LMIA,1059562
3349,LMNR,1342423
3350,LMNX,1033905
3351,LMOS,1520744
3352,LMRK,
3353,LMRKO,
3354,LMRKP,
3355,LMT,936468
3356,LN,
3357,LNC,59558
3358,LNCE,57528
3359,LND,59560
3360,LNDC,1005286
3361,LNG,3570
3362,LNGR,
3363,LNN,836157
3364,LNT,352541
3365,LNTH,1521036
3366,LOAN,
3367,LOB,1462120
3368,LOCK,1383871
3369,LOCO,
3370,LODE,1120970
3371,LOGI,1032975
3372,LOGM,1420302
3373,LONE,
3374,LOPE,1434588
3375,LOR,1323206
3376,LORL,1006269
3377,LOV,1314475
3378,LOW,60667
3379,LOXO,1581720
3380,LPCN,
3381,LPG,1596993
3382,LPI,1528129
3383,LPL,
3384,LPLA,1397911
3385,LPNT,1301611
3386,LPSN,1102993
3387,LPT,
3388,LPTH,889971
3389,LPTN,1251769
3390,LPX,60519
3391,LQ,
3392,LQDT,1235468
3393,LRAD,
3394,LRCX,707549
3395,LRN,1157408
3396,LSBG,
3397,LSBK,1341318
3398,LSCC,855658
3399,LSI,703360
3400,LSTR,853816
3401,LSXMA,
3402,LSXMB,
3403,LSXMK,
3404,LTBR,1084554
3405,LTC,887905
3406,LTEA,1629261
3407,LTRPA,
3408,LTRPB,
3409,LTRX,1114925
3410,LTS,1029730
3411,LTXB,
3412,LUB,16099
3413,LUK,96223
3414,LULU,1397187
3415,LUNA,1239819
3416,LUV,92380
3417,LUX,
3418,LVHD,
3419,LVLT,794323
3420,LVNTA,
3421,LVNTB,
3422,LVS,1300514
3423,LW,
3424,LWAY,814586
3425,LXFR,
3426,LXFT,
3427,LXP,910108
3428,LXRX,
3429,LXU,60714
3430,LYB,1489393
3431,LYG,
3432,LYTS,763532
3433,LYV,1335258
3434,LZB,57131
3435,M,
3436,MA,1141391
3437,MAA,912595
3438,MAB,1196871
3439,MAC,912242
3440,MACK,1274792
3441,MACQ,
3442,MACQU,
3443,MACQW,
3444,MAG,751085
3445,MAGS,896494
3446,MAIN,1396440
3447,MAMS,832488
3448,MAN,871763
3449,MANH,1056696
3450,MANT,892537
3451,MANU,908440
3452,MAPI,
3453,MAR,1048286
3454,MARA,1507605
3455,MARK,
3456,MARPS,
3457,MAS,62996
3458,MASI,937556
3459,MAT,63276
3460,MATR,1094348
3461,MATW,63296
3462,MATX,1541927
3463,MAUI,
3464,MAV,1258943
3465,MAYS,54187
3466,MB,1458962
3467,MBCN,836147
3468,MBFI,1139812
3469,MBFIP,
3470,MBI,814585
3471,MBII,1441693
3472,MBLX,1121702
3473,MBLY,1607310
3474,MBOT,
3475,MBRG,914138
3476,MBRX,1053221
3477,MBSD,
3478,MBT,
3479,MBTF,1118237
3480,MBUU,1590976
3481,MBVT,726517
3482,MBVX,
3483,MBWM,1042729
3484,MC,
3485,MCA,888410
3486,MCBC,1053584
3487,MCC,1490349
3488,MCD,63908
3489,MCEF,
3490,MCEP,1527709
3491,MCF,1071993
3492,MCFT,
3493,MCHI,
3494,MCHP,827054
3495,MCHX,1224133
3496,MCI,275694
3497,MCK,927653
3498,MCN,1289868
3499,MCO,1059556
3500,MCQ,
3501,MCR,851170
3502,MCRB,1609809
3503,MCRI,907242
3504,MCRN,1637913
3505,MCS,62234
3506,MCUR,
3507,MCV,
3508,MCX,847831
3509,MCY,64996
3510,MCZ,1088162
3511,MD,
3512,MDC,773141
3513,MDCA,876883
3514,MDCO,1113481
3515,MDGL,
3516,MDGS,
3517,MDIV,
3518,MDLX,
3519,MDLY,1611110
3520,MDLZ,1103982
3521,MDM,
3522,MDP,65011
3523,MDR,708819
3524,MDRX,1124804
3525,MDSO,1453814
3526,MDSY,
3527,MDT,64670
3528,MDU,67716
3529,MDVX,
3530,MDVXW,
3531,MDWD,
3532,MDXG,1376339
3533,MED,910329
3534,MEDP,
3535,MEET,1078099
3536,MEG,216539
3537,MEI,
3538,MEIP,
3539,MELI,1099590
3540,MELR,1600890
3541,MEMP,1521847
3542,MEN,844172
3543,MENT,701811
3544,MEOH,
3545,MEP,1578685
3546,MERC,1333274
3547,MESO,1062386
3548,MET,1099219
3549,MFA,1055160
3550,MFC,
3551,MFCB,
3552,MFD,1276469
3553,MFG,1335730
3554,MFIN,
3555,MFINL,
3556,MFL,1045126
3557,MFM,801961
3558,MFNC,36506
3559,MFO,
3560,MFRI,914122
3561,MFS,1650962
3562,MFSF,1094810
3563,MFT,891188
3564,MFV,856128
3565,MG,1436126
3566,MGA,749098
3567,MGCD,
3568,MGEE,1161728
3569,MGF,811922
3570,MGH,
3571,MGI,1273931
3572,MGIC,876779
3573,MGLN,19411
3574,MGM,1026816
3575,MGNX,1125345
3576,MGP,1656936
3577,MGPI,835011
3578,MGR,
3579,MGRC,752714
3580,MGU,1326390
3581,MGYR,1337068
3582,MHD,1034665
3583,MHE,901824
3584,MHF,830487
3585,MHG,808219
3586,MHH,1437226
3587,MHI,1223026
3588,MHK,851968
3589,MHLA,
3590,MHLD,1412100
3591,MHN,1038186
3592,MHNB,
3593,MHNC,
3594,MHO,799292
3595,MIC,1289790
3596,MICT,854800
3597,MICTW,
3598,MIDD,769520
3599,MIE,1564216
3600,MIII,
3601,MIIIU,
3602,MIIIW,
3603,MIK,1593936
3604,MILN,
3605,MIME,1644675
3606,MIN,826735
3607,MIND,926423
3608,MINDP,
3609,MINI,911109
3610,MIRN,
3611,MITK,807863
3612,MITL,1170534
3613,MITT,1514281
3614,MIW,1196872
3615,MIXT,
3616,MIY,890393
3617,MJCO,1626853
3618,MJN,1452575
3619,MKC,63754
3620,MKL,1096343
3621,MKSI,1049502
3622,MKTX,1278021
3623,MLAB,724004
3624,MLHR,66382
3625,MLI,89439
3626,MLM,916076
3627,MLNK,914712
3628,MLNX,1356104
3629,MLP,63330
3630,MLR,924822
3631,MLSS,
3632,MLVF,1550603
3633,MMAC,
3634,MMC,62709
3635,MMD,1518557
3636,MMI,1578732
3637,MMLP,1176334
3638,MMM,66740
3639,MMP,1126975
3640,MMS,1032220
3641,MMSI,856982
3642,MMT,809173
3643,MMU,886043
3644,MMV,1074690
3645,MMYT,
3646,MN,1524223
3647,MNDO,1119083
3648,MNE,1232863
3649,MNGA,1353487
3650,MNI,1056087
3651,MNK,1567892
3652,MNKD,899460
3653,MNOV,1226616
3654,MNP,894351
3655,MNR,67625
3656,MNRO,876427
3657,MNST,
3658,MNTA,1235010
3659,MNTX,1302028
3660,MO,764180
3661,MOBL,769592
3662,MOC,864509
3663,MOCO,67279
3664,MOD,67347
3665,MODN,1118417
3666,MOFG,1412665
3667,MOGLC,
3668,MOH,1179929
3669,MOMO,1610601
3670,MON,1110783
3671,MORN,1289419
3672,MOS,1285785
3673,MOSY,890394
3674,MOV,72573
3675,MOXC,
3676,MPA,1327340
3677,MPAA,918251
3678,MPB,879635
3679,MPC,1510295
3680,MPCT,
3681,MPEL,1381640
3682,MPET,61398
3683,MPG,1616817
3684,MPLX,1552000
3685,MPO,1533924
3686,MPSX,1645926
3687,MPV,831655
3688,MPW,1287865
3689,MPWR,1280452
3690,MPX,1129155
3691,MQT,887394
3692,MQY,890196
3693,MRAM,
3694,MRC,1517990
3695,MRCC,1512931
3696,MRCY,1049521
3697,MRIC,1285550
3698,MRIN,1389002
3699,MRK,310158
3700,MRLN,1260968
3701,MRNS,1267813
3702,MRO,101778
3703,MRT,883981
3704,MRTN,799167
3705,MRTX,1576263
3706,MRUS,
3707,MRVC,887969
3708,MRVL,1058057
3709,MS,895421
3710,MSA,66570
3711,MSB,65172
3712,MSBF,1374783
3713,MSBI,
3714,MSCA,
3715,MSCC,310568
3716,MSCI,1408198
3717,MSD,904112
3718,MSDI,
3719,MSDIW,
3720,MSEX,66004
3721,MSF,1428690
3722,MSFG,720002
3723,MSFT,789019
3724,MSG,1636519
3725,MSGN,
3726,MSI,68505
3727,MSL,940298
3728,MSLI,
3729,MSM,1003078
3730,MSN,32621
3731,MSON,880432
3732,MSP,1317080
3733,MSTR,1050446
3734,MSTX,
3735,MT,
3736,MTB,36270
3737,MTBC,1582982
3738,MTBCP,
3739,MTCH,1095099
3740,MTD,1037646
3741,MTDR,1520006
3742,MTEX,1056358
3743,MTFB,
3744,MTFBW,
3745,MTG,876437
3746,MTGE,1516973
3747,MTGEP,
3748,MTH,833079
3749,MTL,1302362
3750,MTLS,
3751,MTN,812011
3752,MTOR,1113256
3753,MTP,1389611
3754,MTR,313364
3755,MTRN,1104657
3756,MTRX,866273
3757,MTSC,68709
3758,MTSI,1493594
3759,MTSL,1025561
3760,MTT,1454021
3761,MTU,67088
3762,MTW,61986
3763,MTX,891014
3764,MTZ,15615
3765,MU,723125
3766,MUA,901243
3767,MUC,1301280
3768,MUE,1071899
3769,MUH,1038190
3770,MUI,1232860
3771,MUJ,1068279
3772,MUR,717423
3773,MUS,1058234
3774,MUSA,1573516
3775,MUX,
3776,MVC,1099941
3777,MVCB,
3778,MVF,835948
3779,MVIS,65770
3780,MVO,1371782
3781,MVT,897269
3782,MWA,1350593
3783,MX,1325702
3784,MXC,66418
3785,MXE,863900
3786,MXF,65433
3787,MXIM,743316
3788,MXL,1288469
3789,MXPT,1611231
3790,MXWL,319815
3791,MYC,882152
3792,MYCC,1577095
3793,MYD,879361
3794,MYE,69488
3795,MYF,882153
3796,MYGN,899923
3797,MYI,883412
3798,MYJ,884216
3799,MYL,1623613
3800,MYN,882150
3801,MYOK,
3802,MYOS,1402479
3803,MYOV,
3804,MYRG,1088436
3805,MYSZ,
3806,MZA,911308
3807,MZF,1235511
3808,MZOR,
3809,NAC,1074952
3810,NAD,1083839
3811,NADL,1560186
3812,NAII,787253
3813,NAK,
3814,NAKD,
3815,NAME,1589094
3816,NAN,1074769
3817,NANO,704532
3818,NAO,1597659
3819,NAP,1617049
3820,NAT,1000177
3821,NATH,69733
3822,NATI,935494
3823,NATR,275053
3824,NAUH,1399855
3825,NAV,808450
3826,NAVB,810509
3827,NAVG,793547
3828,NAVI,1084750
3829,NAZ,892992
3830,NBB,1478888
3831,NBCP,1135554
3832,NBD,1493523
3833,NBH,1178839
3834,NBHC,1475841
3835,NBIX,914475
3836,NBL,72207
3837,NBLX,
3838,NBN,811831
3839,NBO,1178841
3840,NBR,1163739
3841,NBRV,
3842,NBTB,790359
3843,NBW,1178840
3844,NBY,1389545
3845,NC,789933
3846,NCA,818851
3847,NCB,1454979
3848,NCBS,1075945
3849,NCI,1019737
3850,NCIT,1334478
3851,NCLH,1513761
3852,NCMI,1377630
3853,NCOM,794487
3854,NCR,70866
3855,NCS,883902
3856,NCT,1175483
3857,NCTY,1296774
3858,NCV,1214935
3859,NCZ,1227857
3860,NDAQ,1120193
3861,NDLS,1275158
3862,NDP,1547158
3863,NDRM,
3864,NDRO,1520048
3865,NDSN,72331
3866,NE,1458891
3867,NEA,1195737
3868,NEE,753308
3869,NEFF,1617667
3870,NEM,1164727
3871,NEN,746514
3872,NEO,1077183
3873,NEOG,711377
3874,NEON,1072978
3875,NEOS,1467652
3876,NEOT,1618835
3877,NEP,1603145
3878,NEPT,1401395
3879,NERV,1598646
3880,NETE,1499961
3881,NEU,1282637
3882,NEV,1469392
3883,NEWM,1579684
3884,NEWR,1448056
3885,NEWS,1373561
3886,NEWT,1094019
3887,NEWTL,
3888,NEWTZ,
3889,NFBK,1493225
3890,NFEC,1213660
3891,NFG,70145
3892,NFJ,1260563
3893,NFLX,1065280
3894,NFX,912750
3895,NG,1173420
3896,NGD,
3897,NGG,
3898,NGHC,1578735
3899,NGHCN,
3900,NGHCO,
3901,NGHCP,
3902,NGHCZ,
3903,NGL,1504461
3904,NGS,1084991
3905,NGVC,1547459
3906,NGVT,1653477
3907,NH,
3908,NHA,
3909,NHC,1047335
3910,NHF,1356115
3911,NHI,877860
3912,NHLD,1023844
3913,NHS,1487610
3914,NHTC,
3915,NI,1111711
3916,NICE,1003935
3917,NICK,1000045
3918,NID,1557915
3919,NIE,1383441
3920,NIHD,1037016
3921,NILE,1091171
3922,NIM,890119
3923,NIQ,1564584
3924,NJR,356309
3925,NJV,1454980
3926,NK,1326110
3927,NKE,320187
3928,NKG,1177219
3929,NKSH,796534
3930,NKTR,906709
3931,NKX,1195738
3932,NL,72162
3933,NLNK,1126234
3934,NLS,1078207
3935,NLSN,1492633
3936,NLST,1282631
3937,NLY,1043219
3938,NM,
3939,NMBL,1452751
3940,NMFC,1496099
3941,NMI,830271
3942,NMIH,1547903
3943,NML,1562051
3944,NMM,1415921
3945,NMR,1163653
3946,NMRX,870753
3947,NMS,
3948,NMT,897419
3949,NMY,897424
3950,NMZ,1266585
3951,NNA,1437260
3952,NNBR,918541
3953,NNC,899761
3954,NNDM,
3955,NNI,1258602
3956,NNN,751364
3957,NNVC,1379006
3958,NNY,818850
3959,NOA,
3960,NOAH,1499543
3961,NOC,1133421
3962,NOG,
3963,NOK,
3964,NOM,899782
3965,NOMD,
3966,NORD,
3967,NOV,1021860
3968,NOVN,815838
3969,NOVT,1012131
3970,NOW,1373715
3971,NP,1296435
3972,NPK,80172
3973,NPN,1454978
3974,NPO,1164863
3975,NPTN,1227025
3976,NPV,897421
3977,NQ,1509986
3978,NQP,870780
3979,NR,71829
3980,NRCIA,70487
3981,NRCIB,
3982,NRE,
3983,NRF,1273801
3984,NRG,1013871
3985,NRIM,1163370
3986,NRK,1195739
3987,NRO,1261166
3988,NRP,1171486
3989,NRT,72633
3990,NRZ,1556593
3991,NS,1110805
3992,NSA,
3993,NSAM,1597503
3994,NSAT,
3995,NSC,702165
3996,NSEC,865058
3997,NSH,1223786
3998,NSIT,932696
3999,NSL,1093428
4000,NSM,1520566
4001,NSP,1000753
4002,NSPR,1433607
4003,NSR,1265888
4004,NSS,745026
4005,NSSC,69633
4006,NSTG,1401708
4007,NSU,
4008,NSYS,722313
4009,NTAP,1002047
4010,NTB,
4011,NTC,899752
4012,NTCT,1078075
4013,NTEC,877902
4014,NTES,1110646
4015,NTEST,
4016,NTG,1490286
4017,NTGR,1122904
4018,NTIC,
4019,NTIP,1065078
4020,NTL,
4021,NTLA,1652130
4022,NTN,748592
4023,NTNX,
4024,NTP,829365
4025,NTRA,
4026,NTRI,1096376
4027,NTRS,73124
4028,NTRSP,
4029,NTT,769594
4030,NTWK,1039280
4031,NTX,878201
4032,NTZ,
4033,NUAN,1102556
4034,NUE,73309
4035,NUM,878198
4036,NUO,878200
4037,NURO,1289850
4038,NUROW,
4039,NUS,1021561
4040,NUTR,1050007
4041,NUV,812801
4042,NUVA,1142596
4043,NUW,1450445
4044,NVAX,1000694
4045,NVCN,
4046,NVCR,1645113
4047,NVDA,1045810
4048,NVDQ,
4049,NVEC,724910
4050,NVEE,1532961
4051,NVET,1618561
4052,NVFY,
4053,NVG,1090116
4054,NVGN,1075880
4055,NVGS,1581804
4056,NVIV,1292519
4057,NVLN,
4058,NVLS,836106
4059,NVMI,1109345
4060,NVO,
4061,NVR,906163
4062,NVRO,1444380
4063,NVS,
4064,NVTA,1501134
4065,NVTR,
4066,NWBI,1471265
4067,NWE,
4068,NWFL,1013272
4069,NWHM,1574596
4070,NWL,814453
4071,NWLI,1635984
4072,NWN,73020
4073,NWPX,1001385
4074,NWS,1564708
4075,NWSA,
4076,NWY,1211351
4077,NX,1423221
4078,NXC,885732
4079,NXEO,
4080,NXEOU,
4081,NXEOW,
4082,NXJ,1087786
4083,NXN,885731
4084,NXP,883618
4085,NXPI,1413447
4086,NXQ,885733
4087,NXR,888411
4088,NXRT,1620393
4089,NXST,1142417
4090,NXTD,
4091,NXTDW,
4092,NXTM,1333170
4093,NYCB,910073
4094,NYH,1196875
4095,NYLD,1567683
4096,NYMT,1273685
4097,NYMTO,
4098,NYMTP,
4099,NYMX,
4100,NYNY,906780
4101,NYRT,1474464
4102,NYT,71691
4103,NYV,1454981
4104,NZF,1137887
4105,O,1107565
4106,OA,
4107,OACQ,
4108,OACQR,
4109,OACQU,
4110,OACQW,
4111,OAK,1403528
4112,OAKS,1547546
4113,OAS,1486159
4114,OASM,
4115,OB,1369817
4116,OBAS,1077618
4117,OBCI,350737
4118,OBLN,
4119,OC,1370946
4120,OCC,
4121,OCFC,1004702
4122,OCIP,1578932
4123,OCLR,1110647
4124,OCN,873860
4125,OCRX,1274644
4126,OCUL,
4127,OCX,1642380
4128,ODC,74046
4129,ODFL,878927
4130,ODP,800240
4131,OEC,
4132,OESX,1409375
4133,OFC,860546
4134,OFED,1501078
4135,OFG,1030469
4136,OFIX,884624
4137,OFLX,1317945
4138,OFS,1487918
4139,OGE,1021635
4140,OGEN,
4141,OGS,1587732
4142,OGXI,
4143,OHAI,
4144,OHGI,225211
4145,OHI,888491
4146,OHRP,1173281
4147,OI,812074
4148,OIA,835333
4149,OII,73756
4150,OIIM,1095348
4151,OIS,1121484
4152,OKE,1039684
